globalid,CreationDate,Creator,EditDate,Editor,date_and_time,your_mode_of_transportation,mode_other,request,request_other,additional_comments,shape_wkt,POINT_X,POINT_Y
{445FFA21-A2A1-4AA6-9D6E-9882E2B7267A},5/24/2023 22:24:31.874,,5/24/2023 22:24:31.874,,5/24/2023 22:21:00.000,drives,,visibility,,"making left hand turn from Gaston to Blue Hill Ave. looking right for on-coming traffic, when someone is parked  in southbound street parking at corner, cannot see on coming traffic northbound",POINT (-71.079779206999945 42.313215272000036),-71.079779206999945,42.313215272000036
{17A7C632-1AEA-4EF5-B639-BCB4E0D6C9F5},5/24/2023 22:25:56.014,,5/24/2023 22:25:56.014,,5/24/2023 22:24:00.000,drives,,doublepark,,,POINT (-71.083541639999964 42.308143076000079),-71.083541639999964,42.308143076000079
{3731E93D-A66E-401E-B27B-32ED8DB2A79C},5/31/2023 14:31:33.171,,5/31/2023 14:31:33.171,,5/31/2023 14:25:00.000,drives,,other,People go Left in straight lane every single day,"People go left in the straight lane every day. brookline Ave was recently painted and when you are driving in that intersection towards Longwood, after you pass the first light the new lanes don’t match up at all and people are too dumb to realize which lane to go in,  causing near accidents every single day. It wouldn’t be that hard to paint lines directing people to their lane.",POINT (-71.110063415999946 42.336323692000065),-71.110063415999946,42.336323692000065
{374D8CA1-1FAE-4140-90C8-F52A318D8AE1},5/31/2023 14:35:38.239,,5/31/2023 14:35:38.239,,5/31/2023 14:32:00.000,drives,,other,There is NO signage telling people which lane to go for which exit,"This roundabout is so insanely dangerous I can’t believe this city is so negligent. Why is there NO signage telling people to only go straight if they are taking the first exit? People go on the road that is meant for the first exit, then try to enter the roundabout, which is insanely dangerous and drives people behind them to go around to exit without yielding to oncoming traffic. This is ridiculous that this has not been addressed. I have witnessed multiple accidents here and nothing has been done.",POINT (-71.122036848999983 42.309264365000047),-71.122036848999983,42.309264365000047
{FEE50871-A088-4206-884D-E945BF9AE236},6/6/2023 1:18:22.319,,6/6/2023 1:18:22.319,,6/6/2023 0:54:00.000,drives,,visibility,,"It’s very difficult to take a right turn from Talbot Ave to Lithgow St., your visibility is very low when cars park at the round corner of Lithgow St. at the top of Talbot Ave. Cars parking at the corner have been an on going issue and it has made it difficult for drivers to see. I have seen a lot of close accidents due to low visibility and not seeing cars coming from the opposite direction, It would be great to have barriers there where vehicle cannot park. It’s very close to a crosswalk which also makes it dangerous to pedestrians who cannot see vehicles coming. Cars coming up Lithgow st always are driving at a fast speed and it is dangerous for people crossing. Thank you. ",POINT (-71.06932206099998 42.290103670000065),-71.069322060999980,42.290103670000065
{03DBB6E2-16C3-42E2-A1EF-A1C7FF6D9A30},6/6/2023 16:44:21.428,,6/6/2023 16:44:21.428,,6/6/2023 16:38:00.000,walks,,speeding,,"This street has schools on both sides of it and is supposed to be off limits during the school day, but as a student at the school nearby, this rule is not enforced or followed. There have been several times where a driver speeds as it drives down the street. Since there are instances where students cross this street to get the opposite school building several times throughout the day, a speed feedback sign is due here.",POINT (-71.064823425999975 42.378143766000051),-71.064823425999975,42.378143766000051
{8387E27B-AEDB-439F-AD67-D1414D00B848},6/9/2023 21:44:24.102,,6/9/2023 21:44:24.102,,6/9/2023 21:41:00.000,walks,,other,"Car accident, the car crashed into the traffic light post onto the sidewalk",Please encore speed limits. Drivers often run red lights and disregard speed limit most of the time.,POINT (-71.112233668999977 42.323906880000038),-71.112233668999977,42.323906880000038
{F6A771AA-4580-4770-BD0C-C7625311681B},6/22/2023 15:24:07.626,,6/22/2023 15:24:07.626,,6/22/2023 15:19:00.000,other,Sitting on my porch watching them drive by speeding,speeding,,Interested in speed bumps for Humphrey and Wendover Street people speed down sometimes doing excess of 60 MPH we have children that live in the neighborhood and we want them to be safe,POINT (-71.066479966999964 42.319349997000074),-71.066479966999964,42.319349997000074
{7FBB2DEA-6650-4E90-B836-F523768EA3E4},6/30/2023 15:00:52.740,,6/30/2023 15:00:52.740,,6/30/2023 14:55:00.000,walks,,toomanylanes,,"This important crosswalk links Faulkner Hospital with the bus stop.  Vehicles travel at a 40-50 MPH and do not stop for pedestrians.  Moreover, it is a double lane road, so even if one lane stops, others may not.  There have been some extremely close calls here. This is an extremely dangerous location.  Please work with DCR to make this a single lane road with one turn lane in the middle between VFW Parkway and Murray Circle.  ",POINT (-71.127075511999976 42.300789045000045),-71.127075511999976,42.300789045000045
{C809C696-39E2-4071-BBE5-2726719FE4F0},7/11/2023 1:21:03.439,,7/11/2023 1:21:03.439,,7/11/2023 1:16:00.000,drives,,speeding,,"Some drivers on Adams Street drive at unsafe speeds. There are parks on the road and many pedestrians -- the speed of the cars can make walking on the sidewalk feel unpleasant and make crossing the street to the parks feel unsafe. Poor visibility for drivers coming out of side streets, because of cars parked close to corners or property-line fences erected, make turning onto Adams Street scary when drivers are going too fast. Gateway treatments at park locations may help slow drivers on Adams Street.",POINT (-71.057129378999946 42.293560321000029),-71.057129378999946,42.293560321000029
{A005E225-C3BE-4608-A096-2623664C4796},7/20/2023 17:03:25.320,,7/20/2023 17:03:25.320,,7/20/2023 17:00:00.000,walks,,yieldturn,,This intersection has multiple streets meeting at the bottom of a hill.  Turns are sharp and cars drive way too fast for the road.   Streets are used at cut through by GPS apps. Area is 100% residential and drivers pay no regard for people walking or getting in and out of their cars. Dangerous,POINT (-71.137261828999954 42.281672048000075),-71.137261828999954,42.281672048000075
{C83DF532-0431-4024-805C-650C804792C1},7/27/2023 12:59:52.816,,7/27/2023 12:59:52.816,,7/27/2023 12:53:00.000,bikes,,runlightssigns,,"Every day I see multiple cars FLYING through red (not yellow) lights in ALL areas of Boston, and I've never once seen anyone pulled over. This combined with in-car ""legal"" pot smoking is a deadly combination. Why won't our police force do their job? It is illegal to smoke pot and drive. The police at Mass & Cass area already allow drug dealers to deal and junkies to shoot up in plain sight, so they're not busy with that. I see them sitting in their cars, looking at their phones most of the time.",POINT (-71.072214121999934 42.332673596000063),-71.072214121999934,42.332673596000063
{CC1A4748-69E4-498A-B039-4A70E8DCC6A9},7/27/2023 22:29:27.116,,7/27/2023 22:29:27.116,,7/27/2023 22:28:00.000,bikes,,other,People constantly block this bike lane,This unprotected stretch of the bike lane is constantly full of idling cars.,POINT (-71.087127203999955 42.346147366000025),-71.087127203999955,42.346147366000025
{52B1A2B7-7DBD-4903-8E21-8EF3A25CDB51},7/27/2023 22:34:46.120,,7/27/2023 22:34:46.120,,7/27/2023 22:34:00.000,bikes,,other,Cars parked in bike lane,Cars constantly park in these bike lanes. They need physical separation.,POINT (-71.099637026999972 42.343990488000031),-71.099637026999972,42.343990488000031
{81CA1C7C-DD1A-4B79-9400-D337D030DC21},8/2/2023 13:01:14.835,,8/2/2023 13:01:14.835,,8/2/2023 12:54:00.000,bikes,,bikefacility,,"There are OK (unprotected) bike lanes coming from BU/Comm Ave, but once one enters the Kenmore intersection, it's the wild west. If there are bike lanes along Comm Ave here, they are not only completely unprotected, but are *always* occupied by cars, both single- and double-parked. That said, I don't believe there even are bike lanes here; I've certainly never seen them. So cyclists have to ride in the street with not only lots of compact traffic, but also people moving into/out of parking spaces and getting into/out of their cars. It's truly a horrendous stretch for cyclists. And forget it when there's a Red Sox game... Traffic becomes horrendous making things even more hazardous for cyclists.

And while it's currently under construction (so I kind of understand), the other side is just as bad: no real bike lanes with lots of traffic. It screams dangerous. ",POINT (-71.096921925999936 42.348768770000049),-71.096921925999936,42.348768770000049
{59117683-18F0-4C3E-921D-9B1EBFFFDA36},8/2/2023 13:09:06.649,,8/2/2023 13:09:06.649,,8/2/2023 13:03:00.000,bikes,,doublepark,,"Every single time I pass by here (1-2x per week), the entire stretch of road is double parked. From the intersection at Comm Ave & Brookline St all the way to Charlesgate West. This is a nightmare for cyclists, not only forcing us further into the road, but causing concern with the likelihood for opening car doors.

There's even a BlueBikes stand at this corner, but the infrastructure is laughable. 

And I've just taken a look at the map, and there are actually bike lanes along this stretch. That's genuinely news to me. I don't think I've ever used/noticed them thanks to the abundance of double-parkers here.",POINT (-71.097056470999973 42.34877380100005),-71.097056470999973,42.348773801000050
{8E0B4EEB-0B9D-409F-9EC2-29422FAF5F12},8/2/2023 13:19:24.432,,8/2/2023 13:19:24.432,,8/2/2023 13:10:00.000,bikes,,bikefacility,,"Between Charlesgate West and Charlesgate East, there is a poorly painted bike lane (not great but at least it's something). But once cyclists cross Charlesgate East along Comm Ave, things become very tricky. 

The bike lane abruptly ends, turning into a ""sharrow"". This is awful. The streets are tight with aggressive drivers to the left and tons of parked cars that could open their doors at any moment on the right. This a large road with lots of traffic, including pedestrians, cyclists, and cars. There's no reason to have parking along Comm Ave at this part.

Perhaps even more confusing is that once you cross Charlesgate East, a painted bike lane suddenly appears along the left side of the road. I cannot for the life of me understand how someone this was a good idea. Cyclists would need to cross two lanes of traffic to get to this bike lane. Sure, one could get into position at the red light, but that's not only unreasonable to expect, but a cyclist may not get a red light to do so,",POINT (-71.091738205999945 42.348838415000046),-71.091738205999945,42.348838415000046
{BC35DEB3-967A-4B37-943D-DE71BE123698},8/7/2023 13:43:02.902,,8/7/2023 13:43:02.902,,8/7/2023 13:40:00.000,bikes,,bikefacility,,This bike lane is unprotected and perpetually encroached by cars.,POINT (-71.087341780999964 42.346730186000059),-71.087341780999964,42.346730186000059
{CBD47305-7751-455C-BC75-9F120C51C627},8/7/2023 14:15:47.306,,8/7/2023 14:15:47.306,,8/7/2023 14:06:00.000,walks,,sidewalk,,"There Is an island here with a Blue bikes station, however it lacks any curb cuts or crossings to it. How are people supposed to safely access this station? There also used to be a bus stop here and it seems like adding curb cuts and crossings would have been a better solution to the accessibility issues than removing it as the city has done. 

This is also the most direct route for pedestrians heading East on the south side of Boylston but the current infrastructure requires a detour or a potentially dangerous and inaccessible crossing. ",POINT (-71.086923356999989 42.347429960000056),-71.086923356999989,42.347429960000056
{554BCCDF-2349-4876-AE02-ED2433FF2E08},8/7/2023 14:18:17.780,,8/7/2023 14:18:17.780,,8/7/2023 14:16:00.000,bikes,,bikefacility,,"This is probably the most encroach bike lane in the whole city. It needs physical separation, including hard vertical elements, to prevent cars from parking in the bike lane. If cars are physically able to do so they will block the bike lane on this stretch so it is crucial to make sure they are physically incapable of doing so. ",POINT (-71.098928923999949 42.344212523000067),-71.098928923999949,42.344212523000067
{0E921125-3E1C-447D-904D-59311ABEB95B},8/7/2023 14:23:53.226,,8/7/2023 14:23:53.226,,8/7/2023 14:20:00.000,drives,,visibility,,"I regularly pass through this intersection on a bike, as a pedestrian, and in a car. This is a genuinely dangerous intersection as Cars heading west on New Minton genuinely cannot see bikes/pedestrians headed south on the path until they are basically in the street. This should be a raised crossing for the path and have a stop sign for cars. I do not want to hit someone or be hit by someone here. ",POINT (-71.105548615999965 42.314694822000035),-71.105548615999965,42.314694822000035
{07DC7AA5-C096-4A20-9321-FC4F35F9AE33},8/7/2023 14:32:33.730,,8/7/2023 14:32:33.730,,8/7/2023 14:24:00.000,walks,,awayfromside,,"The curb cut and crosswalk here do not align with break in the half wall and connection to the path. People already regularly cross on the south side of Cornwall because it more directly aligns with that path. The existing configuration requires those walking on the south side of Cornwall, or trying to get there from the path to do 3 sides of a square to legally cross rather than taking that more direct route. This is even more of a problem for people on bikes because the turns are very tight, so most people just try to hop the curb instead (creating risks of falling into traffic).

There should be a curb cut and crossing aligned with the break in the half wall here. There should also be a stop sign at these crossings because cars frequently speed through this intersection to beat the lights on either side. The daylighting on the southern side of Cornwall should also be extended one space further back because the sight lines are still inadequate. ",POINT (-71.105623717999947 42.312560667000071),-71.105623717999947,42.312560667000071
{E903EE9D-9BCC-4C1F-B1DC-31C23CC5F6C3},8/7/2023 14:40:21.521,,8/7/2023 14:40:21.521,,8/7/2023 14:36:00.000,bikes,,other,Lack of crossing,"The only bike/pedestrian ramp up to mass ave is on the northbound side of the street and there is no clear way for people on bikes to get to the southbound bike lanes on Mass ave. from the Dudley White path (or vice versa). Because of this, people do a variety of weird and potentially dangerous things to get there. Please add a crossing here to ensure that people on bikes can head safely in both directions on Mass ave. from these ramps. ",POINT (-71.090152735999936 42.352308334000043),-71.090152735999936,42.352308334000043
{9617BB98-A182-4489-8C6A-BFA80DAEE868},8/23/2023 23:53:55.837,,8/23/2023 23:53:55.837,,8/23/2023 23:52:00.000,walks,,notenoughtime,,Pedestrians are only given TEN seconds to cross this. I walk this to go to work every week and it is NEVER enough time. ,POINT (-71.149113054999987 42.356172573000038),-71.149113054999987,42.356172573000038
{5D6101E3-8502-4E37-8F6C-95F4A388B025},8/23/2023 23:56:29.201,,8/23/2023 23:56:29.201,,8/23/2023 23:54:00.000,drives,,bikefacility,,Observed bikers on these streets and I was terrified for them. You could tell they were concerned about their safety as well as they are always covered with safety/visibility gear.,POINT (-71.145996327999967 42.361542841000073),-71.145996327999967,42.361542841000073
{78AC9058-7A8F-4AB6-8332-D988B982F286},8/30/2023 15:18:23.897,,8/30/2023 15:18:23.897,,8/30/2023 15:14:00.000,bikes,,yieldturn,,"People going north on Washington Street turning left on Medford Street often cross the double line early and make unpredictable, fast, and wide-angle turns. I and more than one of my other coworkers who commute by bike into downtown Boston have almost been hit here while we had the right of way in the bus/bike lane. Could the centerline hardening at the Washington/thatcher intersection be continued north a bit?",POINT (-71.058400745999961 42.365463785000031),-71.058400745999961,42.365463785000031
{80D65788-9DE0-4494-9DE1-4A1D79E3EA90},8/30/2023 15:24:21.937,,8/30/2023 15:24:21.937,,8/30/2023 15:19:00.000,bikes,,yieldturn,,"There is a dangerous combination of different conditions/bad driver behavior on this short stretch of Milk St. The westbound side of the street from Washington to Sewall is CONSTANTLY blocked in the morning by delivery and trade vehicles. And Hawley and Arch street are both blind corners where drivers rarely come to a complete stop before turning onto Milk. As a result, coming east downhill on my bike on Milk, I've almost been hit head on many times on my daily commute by drivers turning left out of those streets into the oncoming traffic lane. People turning out of Hawley and Arch also more generally just don't completely stop unless there are pedestrians directly in front of them in the crosswalk, so I have to stop or dodge to avoid getting hit here at least once a month.",POINT (-71.058226401999946 42.356753748000074),-71.058226401999946,42.356753748000074
{A5B0E615-6BC3-4FA4-A046-BE0D3359DC8A},8/31/2023 21:16:22.530,,8/31/2023 21:16:22.530,,8/31/2023 21:14:00.000,bikes,,bikefacility,,"This bike lane has a car in it every time I pass through here.  Please add barriers to block illegal parking, clearly the signs and paint are not enough. ",POINT (-71.098993296999936 42.319641183000044),-71.098993296999936,42.319641183000044
{82062B1C-292F-4D3C-B1F5-8819CD31051F},9/1/2023 20:34:23.959,,9/1/2023 20:34:23.959,,9/1/2023 20:33:00.000,bikes,,bikefacility,,I bike through here regularly and rarely am I able to bike through the whole bike lane without having to merge into traffic because a car is blocking it. This bike lane needs physical barriers to keep the cars out. ,POINT (-71.087387378999949 42.346766860000059),-71.087387378999949,42.346766860000059
{5171FD5D-A6F7-46B8-AB07-53AD3BC51921},9/6/2023 4:34:09.714,,9/6/2023 4:34:09.714,,9/6/2023 4:22:00.000,drives,,runlightssigns,,"The intersection of Charles St and Cambridge St right next to the Charles MGH station is horrendous every single morning. The stoplight schedule needs to be better timed and there should be police directing traffic. People are constantly running red lights, blocking the flow of traffic and in turn causing more traffic. Also the off ramp from Storrow drive into this intersection needs better signage or police presence. People are constantly blocking off the right lane which is meant for going straight onto Charles St. They always stay in the right lane and try to get into the left lane at the last second at the intersection of the off ramp and longfellow bridge. It causes unnecessary built up traffic and impedes pedestrians from safely crossing. Something needs to be done. ",POINT (-71.071134976999986 42.361388845000079),-71.071134976999986,42.361388845000079
{28A31BC5-FE9E-448F-AC91-CC08138F05BC},9/13/2023 2:19:02.053,,9/13/2023 2:19:02.053,,9/13/2023 2:16:00.000,bikes,,sidewalk,,This road needs a diet. Folks swerve around idling delivery trucks and try to make the next light. The sidewalks could be bumped out 50% or a protected bike lane could be easily added. Both would do wonders.,POINT (-71.069814553999947 42.357121014000029),-71.069814553999947,42.357121014000029
{97CE4748-F197-4696-8850-DD45D7E99412},9/21/2023 17:19:15.255,,9/21/2023 17:19:15.255,,9/21/2023 17:13:00.000,walks,,speeding,,"The intersection is narrow for the amount of traffic, including of large trucks, it handles. It is exacerbated by the awkward angles at which Tremont, Dartmouth, and West Dedham streets intersect; and by the lack of street markings to help straight versus turning traffic in all directions. At certain times of the day, local school traffic (to the south) and commuter traffic (north-south) ensure that drivers are frustrated by the time they reach this intersection.

The result is frustration by drivers (lack of clear sight, lack of clarity of which cars are going straight versus not), which often leads to speeding and ignoring of yellow and red lights. The ""no-turn on red"" sign is too often ignored even by local D-4 police. It also leads to far too many near-crashes with pedestrians who are confused or ignorant to the dangerous features of this intersection. The recent Tremont upgrades did little to alleviate issues with this intersection. ",POINT (-71.073772932999987 42.342828095000073),-71.073772932999987,42.342828095000073
{962E5D3D-FAEF-4817-8CF7-1C041FA96EAB},9/28/2023 3:34:18.027,,9/28/2023 3:34:18.027,,9/28/2023 3:29:00.000,other,Walk/Bike,other,Slip lane,"While walking or biking from the PDW path to the dam this slip lane is really awful. While walking it makes you have to cross twice, after potentially already waiting quite a while for the light. But on a bike it's genuinely dangerous as there is no clear way you are supposed to get to the bike lane on the dam. You have a walk signal so assume a safe crossing but drivers are coming at you in this slip lane, and they often do not yield. ",POINT (-71.068318213999987 42.366887184000063),-71.068318213999987,42.366887184000063
{DA938AAA-2AF1-4B3C-87AF-215D86D585BB},9/28/2023 3:36:51.599,,9/28/2023 3:36:51.599,,9/28/2023 3:34:00.000,bikes,,bikefacility,,"I ride a bike, on this street as part of my commute sometimes. This bike lane is horrible. It is in the door zone on a very busy road and there are almost always cars in it. This is even worse at night when it is more dangerous to have to merge into traffic. ",POINT (-71.132123942999954 42.353339068000025),-71.132123942999954,42.353339068000025
{F2DE21E2-C744-4EE4-B744-D2583E1D6177},9/28/2023 3:40:41.867,,9/28/2023 3:40:41.867,,9/28/2023 3:37:00.000,other,walk/bike,yieldturn,,"Cars entering and exiting the garage do not yield to path users far too often. The garage has terrible visibility while exiting and drivers often pull completely into the path before stopping. Drivers entering the garage also often do not yield when turning right into it, specifically to south bound path users. This is worsened by the blue bikes ad stand (keep the station remove the ads) which obscures visibility. ",POINT (-71.088350291999973 42.336044292000054),-71.088350291999973,42.336044292000054
{7E938F15-0668-4D35-81FA-8D2F7226226D},9/28/2023 3:47:34.937,,9/28/2023 3:47:34.937,,9/28/2023 3:44:00.000,bikes,,bikefacility,,The switch from right side bike lanes to left side bike lanes going East and from left side bike lanes to right side bike lanes going West is awful. If you are really going to make bikes cross two lanes of traffic at a busy intersection on a major street you need to provide both a clear path to do so and signal time as well. The current set up is hostile and dangerous. ,POINT (-71.091584284999954 42.348815818000048),-71.091584284999954,42.348815818000048
{0FCD55F4-644E-47B9-8833-131A54904CAC},9/28/2023 3:50:30.133,,9/28/2023 3:50:30.133,,9/28/2023 3:48:00.000,other,walks/bikes,other,Median gap too small,The median gap is too small here creating conflicts between pedestrians and people on bikes. either widen the gap or eliminate the median completely and use the freed up space to improve physical separation of the bike lanes. ,POINT (-71.083243365999977 42.341579772000046),-71.083243365999977,42.341579772000046
{F80A621E-BFE5-4362-9B16-4DE714E08CD2},9/28/2023 3:52:20.208,,9/28/2023 3:52:20.208,,9/28/2023 3:51:00.000,bikes,,bikefacility,,Cars in the bike lane every time. ,POINT (-71.086819456999933 42.345739939000055),-71.086819456999933,42.345739939000055
{4690617C-E6AE-4FEC-857F-3A8518A491E2},9/29/2023 17:48:58.611,,9/29/2023 17:48:58.611,,9/29/2023 17:45:00.000,bikes,,runlightssigns,,"Cars routinely blaze right through this stop sign. It's generally not a big deal, as most cyclists are on the left while pedestrians are on the right with little need to cross the street. But sometimes cyclists need to turn right and occasionally I will come from the right side and cross the street on my bike. The Stop sign here is on the right between drivers and parked cars. An additional stop sign (or just moving this one) on the left side of the street would help drivers who simply don't see the stop sign. Though I would guess most drivers simply don't care...",POINT (-71.146943147999934 42.341803303000063),-71.146943147999934,42.341803303000063
{AEE8AA8C-9924-4533-BA4E-47F22EB653AC},9/29/2023 17:51:13.276,,9/29/2023 17:51:13.276,,9/29/2023 17:49:00.000,walks,,notenoughtime,,"The walk signal is far too short. I'm a fast walker, but it is 100% impossible to get from one side of Commonwealth Ave to the other before the walk signal starts blinking red. For those with a handicap, they would surely have to wait for a second cycle, which can be quite long here. ",POINT (-71.145830482999941 42.341668182000035),-71.145830482999941,42.341668182000035
{FB782E9B-A776-42A2-9D61-3460CCD5E76F},9/29/2023 17:57:13.544,,9/29/2023 17:57:13.544,,9/29/2023 17:54:00.000,bikes,,awayfromside,,"This intersection is utter chaos for cyclists. To cross Charles Street we have to traverse down Charles Street a bit, then cross, then go backwards and finally back up Boylston Street. 90% I completely forget about the ""proper"" crossing and simply cross via the pedestrian island. Sure, it's a chaotic intersection but it is unnecessarily chaotic for bikes, especially considering a lot of bikes around here are Blue Bikes.",POINT (-71.067551101999982 42.352671818000033),-71.067551101999982,42.352671818000033
{23D97200-6CAF-4776-9E61-81D4326E4AA3},10/24/2023 17:08:51.906,,10/24/2023 17:08:51.906,,10/24/2023 17:03:00.000,bikes,,yieldturn,,"The movement to get onto the bike lane at the Museum of Science dam (Route 28) is way too dangerous. Near misses from drivers who do not acknowledge the pedestrian crossing lights. The flex posts are mostly gone - probably because they were hit by turning vehicular traffic.

This stretch of roadway is essential for connecting the Paul Dudley White Path to the Somerville Community Path. It is used by commuters and recreational users alike, and Rte 28 imposes unsafe conditions.

Please consider removing this slip lane.",POINT (-71.068227018999949 42.366894615000035),-71.068227018999949,42.366894615000035
{679FBFDB-B76C-41D4-93B8-F960B8B34E99},11/7/2023 14:49:04.500,,11/7/2023 14:49:04.500,,11/7/2023 14:47:00.000,walks,,speeding,,,POINT (-71.061002488999975 42.284153247000063),-71.061002488999975,42.284153247000063
{BF924A9D-02FF-4B21-9F31-99E9BED11F06},11/14/2023 14:27:48.471,,11/14/2023 14:27:48.471,,11/14/2023 14:24:00.000,walks,,yieldturn,,"Many, many people turning right, traveling west, from Huntington onto Mass Ave disregard the ""no right on red"", or don't notice it exists. Oftentimes, cars won't even stop and then turn right, they'll treat it like a slip lane. I run/walk this intersection nearly every day, and have seen many near-misses and twice I've seen pedestrians get hit (thankfully not seriously). Moving the ""no right on red"" sign from the far side of the intersection (the Symphony Hall side) to the approach side (the Horticultural Society side) could increase visibility. ",POINT (-71.085017200999971 42.342901447000031),-71.085017200999971,42.342901447000031
{49E1F4C0-59EC-446A-9AA7-3144F86FE6AE},11/24/2023 15:12:23.830,,11/24/2023 15:12:23.830,,11/24/2023 15:08:00.000,drives,,visibility,,This intersection is very dangerous. Cars turning from Deforest onto West Street have poor visibility and cars traveling on West Street are often going over the speed limit. Several accidents have occurred at this intersection over the last few years. It is also very hard for pedestrians to cross West Street to access the bus stops on either side of the street with cars going over the speed limit.,POINT (-71.128600011999936 42.265410019000058),-71.128600011999936,42.265410019000058
{97CAD99B-9537-45C9-82CC-DF1527669A68},11/26/2023 19:10:36.030,,11/26/2023 19:10:36.030,,11/26/2023 19:06:00.000,walks,,yieldturn,,"Cars going South down Mass Ave turning left onto Commonwealth Ave are pressured to turn even when there are pedestrians or bikers going down Mass Ave. This is because it’s so busy that they have no other opportunity to turn. It’s horribly dangerous, and could really benefit from a protected left or a do-not-turn sign entirely. If anyone spends 5 min observing the intersection at rush hour, they will know exactly what I mean. ",POINT (-71.088374555999962 42.348938979000025),-71.088374555999962,42.348938979000025
{3C18FCFD-202D-4188-BFE5-E41313B13C6F},11/26/2023 19:14:34.187,,11/26/2023 19:14:34.187,,11/26/2023 19:10:00.000,walks,,yieldturn,,"When crossing Mass Ave in front of Deuxave, cars turning right are often speeding without yielding to pedestrians. I have had many close calls as someone who uses that intersection every day. Ideally, there should be an all-direction Walk signal so that cars are at a red light the entire time. The entire intersection of Mass Ave and Comm Ave really needs to be re-evaluated. ",POINT (-71.088516844999958 42.349367847000053),-71.088516844999958,42.349367847000053
{C50586F0-C29B-497E-937F-A16111F7A272},11/27/2023 19:07:19.340,,11/27/2023 19:07:19.340,,11/27/2023 19:05:00.000,walks,,yieldturn,,Drivers turning left often do not yield to pedestrians,POINT (-71.064543004999962 42.352395551000029),-71.064543004999962,42.352395551000029
{1513DEC4-E7B4-4A6C-95C2-F041C3B625B0},11/29/2023 14:08:01.117,,11/29/2023 14:08:01.117,,11/29/2023 13:31:00.000,other,I've seen this occur on a daily basis while walking and driving.. ,runlightssigns,,"There were crosswalks and speed bumps on every street within the West Broadway development. A few years back some of the speed bumps were taken down without any notice to the residents. The streets within the development have been poorly maintained. The crosswalks indicators have faded away over the years and they are in need of repair. The West Broadway development is in need of speed bumps. Due to heavy high speed traffic using the development streets as a cut through from D.st, C & West Seventh, Orton Marotta and Joyce Heyes Way. The housing development is within a school zone, a neighborhood park and community church. The West Broadway Housing development is also apart of a state owned residential home for the severely handicapped and disabled. It has been increasingly dangerous for the children, elderly and disabled residents to cross the streets within the community. There is a desperate need for these concerns to be addressed for the safety and well being for the residents. ",POINT (-71.054534674999957 42.337797451000029),-71.054534674999957,42.337797451000029
{869BE898-E7CC-468C-BF57-55DECC33CFEC},12/4/2023 1:12:00.765,,12/4/2023 1:12:00.765,,12/4/2023 1:10:00.000,bikes,,bikefacility,,This segment is heavily trafficked by bikers and is extremely dangerous as drivers will double park and block the end of the protected bike lane and park all along the curb.,POINT (-71.087517736999985 42.346897498000033),-71.087517736999985,42.346897498000033
{CA586D64-11E3-4428-9071-23CA1A4379EF},12/4/2023 1:14:08.061,,12/4/2023 1:14:08.061,,12/4/2023 1:12:00.000,walks,,yieldgoing,,People do not yield to pedestrians. It is a shame that the safety improvements by northeastern that narrow the road are not implemented here. I have been honked at and yelled at by drivers speeding down while I am in the crosswalk getting across the street to my home. ,POINT (-71.082485912999971 42.339952487000062),-71.082485912999971,42.339952487000062
{017F2B12-D6B8-4C11-B694-AD3B6A25ED39},12/4/2023 1:15:40.936,,12/4/2023 1:15:40.936,,12/4/2023 1:14:00.000,walks,,yieldgoing,,People do not yield here and speed. Why weren't the safety implementations done on the South End portion of Tremont St done here? It is night and day walking here vs in the more narrow area.,POINT (-71.081215621999945 42.338886639000066),-71.081215621999945,42.338886639000066
{C3509B05-577F-4DDD-A424-6B5E39E5FAEC},12/4/2023 1:19:28.460,,12/4/2023 1:19:28.460,,12/4/2023 1:16:00.000,bikes,,bikefacility,,Biking to UMass is extremely unsafe on Mt Vernon. People block the bike lane and illegally park even though there are massive parking lots and street parking on the other side for drop off. This is one of the only ways to get to UMass and a lot of staff and students use this route. The bike path needs to be sidewalk level or have concrete barriers. I have almost been hit several times and get cut off by drivers stopping right in front of my and parking.,POINT (-71.042426581999962 42.317941930000075),-71.042426581999962,42.317941930000075
{C118DE4B-FBD0-49E7-B63A-A6124B84ADD9},12/6/2023 19:12:17.915,,12/6/2023 19:12:17.915,,12/6/2023 19:09:00.000,drives,,visibility,,Very hard to see anything with the curved road and parked cars. Very likely to have car accidents here.,POINT (-71.112021905999939 42.325566404000028),-71.112021905999939,42.325566404000028
{2A7B3593-B627-4617-9B7D-0845DE347B3B},12/9/2023 4:00:16.671,,12/9/2023 4:00:16.671,,12/9/2023 3:56:00.000,other,bike/walk,bikefacility,,Large number of cars picking up symphony hall goers on mass ave and blocking bike lane causing dangerous conditions and traffic. Symphony hall has a loading/drop-off/pick-up area on the Huntington side that is not used. This is a tragedy waiting to happen and a 72 year old biker was already killed at this intersection last year. please install barriers and prevent another tragedy from happening and advise Symphony Hall to better communicate the area where people can be dropped off and picked up on Huntington Ave. I have almost been hit countless times trying to go around large vehicles causing low visibility situations and I have been attacked by drivers that were angry that I went around a vehicle in the bike lane.,POINT (-71.084609507999971 42.342454725000039),-71.084609507999971,42.342454725000039
